channelId,title,description,publishedAt,viewCount,subscriberCount,videoCount,topicCategories,country,period_views,period_comments,period_video_count,most_common_video_category,most_common_video_category_name,subs_processed,commenter_count,sub_count
UCKMQxO-cZPu9K9hzuDcsNLg,MAFIA,"""THIS IS MAFIA""  music label  founded in 2016!

● Submissions / Demos: info@thisismafia.com or https://www.thisismafia.com

● For any copyright issues, questions/ promo please get in touch.",2016-12-20T14:50:34Z,126248992,757000,673,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music']",LT,3737326,1277,93,10,Muzika,True,859,6213
UCL-SD4SxzxpxxfYz3EpESkw,Andrius Talzunas,,2013-09-06T20:17:05Z,26992239,114000,202,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,1243600,2061,19,22,Žmonės ir tinklaraščiai,True,1287,8431
UClIoXNB_OPXetcsubnNWMYA,Martas Tankevičius,"🌅 Mėgstu kurti verslus ir video turinį
⛩️ Įkvėpiu kitus daryti tai, kas juos įkvepia
",2010-10-01T10:39:44Z,28619195,89200,272,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],LT,1647885,3965,29,22,Žmonės ir tinklaraščiai,True,2383,11569
UCljXizyWWmln_pbmNlup19A,Kiemo draugai,,2024-03-23T14:59:18.589552Z,1464579,20200,12,"['https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",LT,1332451,1397,10,23,Komedijos,True,930,5926
UCLn0F5zYXi_GrK9YQaKZwbg,Redakcija,"Redakciją įkūrė Rita Miliūtė, Birutė Davidonytė, Ignas Kinčinas ir Gediminas Vaitiekūnas. Šiame Youtube kanale pasakosime jums rūpimas istorijas ir kalbinsime įvairius žmones be jokių išankstinių nusistatymų. 

Mūsų stiprioji sritis – kokybiška žurnalistika ir kokybiškas turinys, darantis realų pokytį visuomenėje. Čia pamatysite išskirtinius pasakojimus iš Ukrainos. Redakcijoje publikuosime savo žurnalistinius tyrimus, kuriems skiriame daug laiko ir sunkaus darbo, o galutinis rezultatas nepalieka abejingų. 
 
Be abejo nesame vien tik apie rimtus ir liūdnus dalykus kalbantys žmonės. Šiame kanale galėsite rasti ir kiek lengvesnio ar paprastesnio turinio, kuris galbūt padarys jūsų vakarą įdomesniu ir leis sužinoti vieną ar kitą naują dalyką. 

Paremti Redakcijos darbus ir pamatyti tik mūsų Patronams skirtą turinį galite čia: patreon.com/Redakcija 
",2023-08-31T11:42:53.123532Z,1457198,22200,96,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']",LT,922634,4609,40,25,Naujienos ir politika,True,1511,5972
UCLrvi9IuWFmcfe4CGL7d1Ag,TV3 Televizija,"TV3 savo žiūrovams siūlo drauge kokybiškai, intelektualiai pramogauti, siekia sudominti žiūrovą išskirtinio turinio programomis, skatinti pilietiškumą ir ugdyti šeimos vertybes.",2009-09-15T12:54:28Z,66418694,98400,6342,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Television_program']",LT,3848563,16736,303,25,Naujienos ir politika,True,5638,6649
UCLZuH5rn7V_iVEls7Qz3CMQ,Lietuvos Balsas / The Voice Of Lithuania,"Pasaulio scenas drebinantis ir talentų, o ne įvaizdžio specialistų ieškantis muzikinis šou „The Voice of..."" Lietuvoje jau devintas sezoną.

Didžiajame finale dėl teisės vadintis Lietuvos balsu susikaus keturi talentingiausieji.

Projekto „Lietuvos balsas"" dalyvius nuo aklųjų perklausų iki pat finalo lydės išskirtinai kokybiškas ir tik gyvas garsas bei mokytojų patarimai ir padrąsinimai. Talentams gyvai pritars profesionalių muzikantų grupė.",2011-11-10T13:08:10Z,108241639,84300,3006,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Television_program']",LT,3566444,2045,196,24,Pramogos,True,1041,3715
UCM5zCiaSWs_tszheoNF1J7w,KITOKS PASAULIS,"Pabuskite ! pakaks miegoti ... Sulaužykit tuos rėmus į kuriuos jus uždarė , jūs esate daug daugiau nei jūs galvojate.
Šis pasaulis yra visai ne toks kaip jūs manote, kaip jus mokė....
",2019-11-10T10:41:18.362965Z,3540246,15800,454,['https://en.wikipedia.org/wiki/Knowledge'],LT,464626,2609,79,22,Žmonės ir tinklaraščiai,True,787,3092
UCMBVDbDBZeEW_-xXlJaLFhw,Noeliukas,"Sveiki visi! 

Aš esu Mason13 / Noelis
Senų žaidimų megėjas. Socialinis komentatorius, Transliuotojas streameris
Taip pat dažnai iš įvairių leidėjų gaunu ir nepriklausomų kūrėjų žaidimus, kurie pasirodo kanale.

1klipas / savaite (geriausiu atvėju), nes turiu darbą ir negaliu viso laiko skirti tik žaidimams.

Šiame kanale nėra ir tikrai nebus jokių Minecraft, za foresto, FIFA ar SA-MP ir kt panašių.

Jeigu patinka tai ką darau galite paremti kanalą čia : https://streamlabs.com/noeliukas

Mano PC:

AMD Ryzen 9 5900X 12C/24T 4.8GHz
128GB Corsair Dominator DDR4 3200MHz C14 RAM
Nvidia Geforce GTX 1660 Super MSI Gaming Twin Frozr V 6GB
6 sata SSD for 10TB storage
Keli HDD bendrai 20TB vietos
",2007-02-08T10:43:59Z,3140013,16100,427,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,197378,1607,18,27,Švietimas,True,610,5535
UCMBW6j707v5WP_mvk5HhsBw,WhyDotas,,2013-05-18T17:10:36Z,90649060,400000,229,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,3148160,7521,23,28,Mokslas ir technologijos,True,4477,32348
UCMfPBtm9CWGswAXohT5MFyQ,LaisvėsTV,"Sveiki atvykę į „Laisvės TV“ – pirmą nepriklausomą Youtube televiziją Lietuvoje.

Čia laidas kuria vieni įtakingiausių, ilgametę patirtį turinčių Lietuvos žurnalistų. Visuomenės palaikymo dėka galime nuolatos stiprinti ir plėsti savo komandą.

2016 m. įkurta „Laisvės TV“ 2020 m. tapo „Laisvės Media Group“ dalimi.
„Laisvės TV“ YouTube  kanale transliuojame aktualijų laidas, o nauji formatai ir iniciatyvos, tokios kaip „Bayraktaras Ukrainai“, „Legion of Boom“, „Laikykitės, medikai“, „Laisvės kelias“, „SKAIDRINAM“ ir kt. mūsų galvose gimsta nuolat.

Savo rėmėjams siūlome PREMIUM turinį, kuriame ilgesnės pokalbių laidos, išankstinės peržiūros, kvietimai į susitikimus su komanda.
💎 Tikite tuo, ką darome? 
Kviečiame tapti mūsų rėmėju: https://laisves.tv/remiu/paramos-budai/

Kiti mūsų kanalai:
Laisvės TV X: http://bit.ly/SubLTVX
",2016-08-28T14:31:28Z,113907265,190000,3403,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']",LT,8978042,17727,311,24,Pramogos,True,5273,22352
UCMjZzC64vXNeyYOb2XmHGXQ,MYLIMIAUSIA LIETUVA,"Sveiki draugai.
Esu Julia.
Gyvenu Lietuvoje.
",2020-12-03T16:22:11.822083Z,10363706,27900,394,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,6311707,100389,196,22,Žmonės ir tinklaraščiai,True,16546,2708
UCmv7twu6B9RAF_qBT6LaWBw,Deividas Račkauskas,"Sveiki visi!Esu Deividas Račkauskas iš Trakų. Daugkartinis Lietuvos poledinės žūklės ir aukšlių gaudymo čempionas ir prizininkas🏆. Su Lietuvos rinktine esu tris kartus tapęs pasaulio poledinės žūklės čempionu 🥇🥇🥇,tai pat tris kartus lipęs ant prizininkų pakylos🥈🥉🥉. Šitame kanale išvysite video ir išgirsite mano subjektyvę nuomonę apie įvairių žuvų gaudymą. Nebūtinai tai bus tiesa... Tiesiog pamatysit kaip aš darau ir pasistengsiu suprantamai paaiškinti , kodėl aš  galvoju , kad taip daryti  reikia ...",2020-02-11T18:56:22.105837Z,2850767,12200,212,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Pet']",LT,526642,2411,54,17,Sportas,True,574,2896
UCn5_PRSkrhG5Rtn-niafEMQ,MrRapolas,"Gaming Content with some crisp editing. I am one of the rare breeds on YouTube that read comments, if You suggest a video game 90% I will check it out. Lithuanian with a perfect English accent. Peace. Fortnite , Black Desert Online, Dinosaur game, survival video games.  9YDOH2 or 9YD0H2

What's ur mic ? RODE NT1-A

PC spec: Intel® Core™ i7-3770K CPU @ 3.50GHz RAM 16GB 8GB DDR3 1600MHZ NVIDIA® GeForce™ GTX660OC 2GB",2010-10-10T20:16:06Z,36219311,74600,1586,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Strategy_video_game']",LT,423193,954,22,20,Žaidimai,True,628,387
UCN9LNqoduSQkOdxlxKgPnnw,NISLT,"Hi, my name is siN
I've been making Team Fortress 2 clips since 2009.

Thank you for watching!

",2009-11-15T22:58:56Z,452246853,672000,1787,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,787939,4446,32,20,Žaidimai,True,2488,863
UCnC9-pkjw-mvlU2aIW0w6qw,Pranešimai iš Ukrainos,"Nauji pranešimai įkeliami 20:00.
Tai yra oficialus ""Reporting from Ukraine"" kanalo vertimas.
",2022-11-23T06:13:09.561364Z,3168728,11400,323,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,1477390,2819,113,25,Naujienos ir politika,True,492,3591
UCnHy-1JQgRhAAdOZR_sxQDg,JK Sax - Juozas Kuraitis Saxophonist,"Best Romantic Instrumental Saxophone Music, Sax Cover Songs, Saksofonistas, Saksofonas",2010-06-29T21:07:37Z,47108193,151000,838,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Jazz', 'https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music']",LT,1837125,27789,38,10,Muzika,True,1443,823
UCNNpGmBkt-NTsjzHyEdUN_g,cheska,"Žaidžiu žaidimus ant didžiausio sunkumo ir renku visus trofėjus, ir man tai patinka.
",2020-09-27T21:40:02.541602Z,9248915,49700,145,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,331846,524,20,20,Žaidimai,True,330,5239
UCnS3HNfCBLKtig8XJNxQifw,Real Dreams Official,"Music Channel Real Dreams Official.
Here you will find only our original songs. 
Subscribe and enjoy our creations.
Thanks!!!
",2010-08-26T14:33:11Z,24201406,27700,547,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,169106,201,15,10,Muzika,True,75,2005
UCNssFrCzlfeWDjax2RtMDTQ,Man Kablys,"Aš Mindaugas ir man - Kablys ""ant"" žvejybos =)  Šiame kanale dalinuosi filmuota medžiaga is savo žvejybų.",2019-03-13T07:10:45Z,5632298,19800,214,"['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Pet']",LT,862449,3509,35,24,Pramogos,True,1184,4888
UCNtQ6jbQgkV4kII043lU06w,A Friend,"i play rs

osrs main: A Friend 2
osrs alt: whitest cat2 (old GIM)
osrs hcim: black dog25
rs3 ironman: Dovyduks

Customize a PC - https://ironsidecomputers.com/ (use code ""afriend"" for discount)",2009-05-14T06:52:49Z,279405360,384000,1681,"['https://en.wikipedia.org/wiki/Strategy_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Action-adventure_game']",LT,1960843,4630,50,20,Žaidimai,True,1958,1869
UCoeR4H3LFUd4h02nIaV2uVA,Audrius Unikas,"Sveikas. Žūklė spiningu,laivyba,poledinė žūklė,žūklė balansyru ar avižėle ,plūdinė ar dugninė visa tai tau įdomu ir yra tavo hobis?
 Junkis prie mūsų,prenumeruok kanalą ir patirk neeilinius nuotykius kartu su mumis!!!",2013-08-22T16:54:07Z,3499981,10800,396,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Pet']",LT,688235,2713,62,22,Žmonės ir tinklaraščiai,True,719,2489
UCOhHqkmtWZlK9rerX2QUkVw,dima_wallhacks,I rely on Russians for content,2013-08-22T18:40:57Z,13218537,147000,74,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,1323208,1868,4,20,Žaidimai,True,1388,1212
UCohuoMUNhJ9CArjFA2xoARg,iGAgro,"Sveiki, kuriu įvairiausius video susijusius su žemės ūkiu",2013-08-11T13:42:28Z,2346666,12900,162,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,219497,403,25,2,Automobiliai ir transporto priemonės,True,167,2177
UCPg6jj8aU_NBQIVQGLDpvEQ,Žinių radijas,"„Žinių radijas“ – 2000 m. kovo 7 d. įkurta radijo stotis. Veiklos pradžioje transliavęs vien operatyviai atnaujinamas žinias, šiandien „Žinių radijas“ yra tapęs žiniasklaidos priemone, per savaitę parengiančia 120 laidų ir į jas sukviečiančia aukščiausius šalies vadovus, politikus, verslo atstovus, visuomenės veikėjus ir savo sričių lyderius. 

UAB „Žinių radijas“ yra vienintelė privataus kapitalo finansuojama informacinio formato radijo stotis Lietuvoje. Bendrovė valdo dvi radijo stotis – nacionalinę radijo stotį „Žinių radijas“ bei Vilniuje ir Kaune transliuojančią išskirtinės muzikos radijo stotį „Easy FM“. Radijo turiniu dalijasi naujienų agentūros, didžiausi šalies naujienų portalai, socialinių tinklų vartotojai.

„Žinių radijo“ eteryje ypač daug dėmesio skiriama aktualijoms, tiesioginėms diskusijų laidoms, specialistų vertinimams ir komentarams, klausytojų nuomonėms.",2011-10-17T13:01:23Z,20385990,42800,12689,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,775089,4899,174,25,Naujienos ir politika,True,1410,7652
UCpSinvFZjtjA0XVFWwCRXIQ,Inga Jankauskaitė,Oficialus atlikėjos kanalas.,2018-04-03T08:05:58Z,13463866,15500,31,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,237075,313,3,10,Muzika,True,243,1379
UCpYs9L4BfpV_-2Bfwpe5lNQ,Munis,"Pasakoju istorijas, kuriu filmus, skečus, podkastus, vlogus.",2011-04-20T21:02:58Z,9429939,68100,172,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],LT,631121,611,5,23,Komedijos,True,440,15279
UCPzzSNeZoxjJy9frS2FK3Sg,Vestro,"Jei man įdomu - bus video. Jei tau įdomu - bus daugiau. 

👇 Turite temą, kurią reikėtų aptarti?
👇 Dėl reklamos?
👉vestroshow@gmail.com
",2013-09-24T15:47:21Z,1428486,25000,9,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Film', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,453106,674,3,24,Pramogos,True,445,6845
UCQGN5-eIjRRy6MGcHKDE_6g,Delfi Video,"Sveiki atvykę į Delfi Video kanalą. Čia rasite tiek naujas, tiek jūsų jau pamėgtas Delfi aktualijų laidas, diskusijas, naujienas iš Lietuvos ir viso pasaulio.
",2019-01-31T15:20:58Z,5573177,13300,2073,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,1041828,4820,162,25,Naujienos ir politika,True,2319,2447
UCqiHhRc5RGjaeFyFb4nSvFw,RU Delfi Литва,"Авторские эксклюзивные видео из Литвы и со всего мира! 
Мы - русскоязычный портал Литвы Delfi.ru 
Политика, экономика, культура, спорт.",2017-12-21T21:48:40Z,37403690,62200,2008,"['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']",LT,7718501,20212,363,25,Naujienos ir politika,True,7062,419
UCQOI6VskaDDzeBsPWRU5jEg,IŠ NAUJO,"Pabandei ir nepavyko? Susimovei? Nerandi ką nori veikti gyvenime? Nekenti savo darbo? Įstojai „ne ten“? Nepaėjo verslas? Kam nepasitaiko. 🤷‍♂️ Tiesiog susiimk ir... pradėk iš naujo. Antrą kartą pavyks geriau. Karjera, santykiai, verslas, finansai, sveikata — pasikalbėkim su žmonėmis, kurie suteikė sau antrą šansą.",2019-11-16T19:54:26.464677Z,2830951,30000,86,"['https://en.wikipedia.org/wiki/Health', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,636114,839,16,26,Kaip ką nors padaryti ir stiliaus patarimai,True,537,4126
UCQrfx3Yav62H47zRG5q52vA,Dividendų Eksperimentas,"Sveiki 👋

Esu Emilis, sertifikuotas finansų konsultantas socialinėje medijoje žinomas kaip Dividendų Eksperimentas. Šiuo metu esu pakeliui į finansinę laisvę. Kviečiu prisijungti ir tave.  

Dividendų Eksperimentui sukako 3 metai. Per tą laiką:
💸 Dividendų portfelis viršijo €150,000
💸 Konsultavau virš 500 klientų
💸 Subūriau 30,000+ bendruomenę, susidomėjusią investavimu

Nesvarbu ar norite pradėti investuoti savarankiškai ar reikia pagalbos su pirmais žingsniais, daug pasirinkimų gali rasti mano puslapyje http://dividendueksperimentas.lt

Domina specifinis klausimas 👉 info@dividendueksperimentas.lt

Nepamirškite - tai yra eksperimentas ir jis neturėtų būti naudojamas kaip finansinis patarimas.
",2020-05-18T15:30:11.769097Z,2418941,16600,1072,"['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Society']",LT,320401,1601,122,27,Švietimas,True,335,2368
UCQSeA3ydHGUrQOxLscZyLAQ,Emilis Jokūbas,YASSSS!,2018-05-11T06:21:15Z,13209701,71600,144,"['https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Film']",LT,3316465,4112,33,23,Komedijos,True,2078,14936
UCQTHLTWJaHM-fFup-rKMP7Q,HIPARIKAI,,2012-12-30T21:02:13Z,7779894,40900,79,"['https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",LT,2824464,3021,36,23,Komedijos,True,1507,11431
UCq_nFvswsXRkfpSZCtDv-Dw,Evgenya Redko,,2019-01-04T08:52:13Z,24656283,21900,44,"['https://en.wikipedia.org/wiki/Electronic_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Independent_music']",LT,201336,118,2,10,Muzika,True,101,2739
UCR3lnMDr-wKZWAU9hwmb2kg,MrBegėdis,"Labas, aš Lukas.

📌 Open for sponsorships / Bendradarbiavimo klausimams - begedziai19@gmail.com",2014-10-25T17:20:29Z,36727517,115000,482,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,630020,2135,36,20,Žaidimai,True,959,7245
UCra6CoauJ0zgggbwoN8ww7A,prefis,"Filmuoju žaidimukus
",2014-04-29T21:10:31Z,8897033,33200,783,"['https://en.wikipedia.org/wiki/Video_game_culture', 'https://en.wikipedia.org/wiki/Simulation_video_game']",LT,192351,680,58,20,Žaidimai,True,229,3210
UCrdLb8ylc7Th9Ibl2gawoIQ,Pikaso oficialus puslapis,"Oficialiai ""Pikaso"" pradėjo gyvuoti 1999 metų gruodžio 1 dieną, tačiau grupė išgarsėjo 2000 m. pavasarį savo pirmuoju hitu ""Saulė"". Lietuvos klausytojai puikiai įvertino šį darbą - buvo nupirkta daugiau nei 20 000 jo kopijų (""auksinis"" albumas). ""Pikaso"" atsiradimas buvo įvertintas ir ""Radiocentro"" apdovanojimuose, iš kurių vaikinai parsivežė ""Geriausio metų debiuto"" statulėlę.

Po ilgos petraukos ""Pikaso"" atnaujino veiklą ir pratęsė ją su nauja sudėtimi.
Grupės ""Pikaso"" sudėtis: Rokas, Haroldas, Tomas.",2011-10-28T11:54:56Z,70476888,45600,171,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Music']",LT,2514384,332,6,24,Pramogos,True,250,1751
UCrKIAUackEyOIVFmvgxivOg,Rolandas,"Serijos kiekvieną trečiadienį!
VAŽIUOJAM!
🚗 Nissan GT-R - In the process.. 🎦
",2022-10-05T16:06:52.148837Z,3335129,27600,127,"['https://en.wikipedia.org/wiki/Vehicle', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,925255,3979,37,2,Automobiliai ir transporto priemonės,True,1726,7680
UCrZE18p_vcPnDVaR1s4_gsA,Kuzne,★Subscribe★,2012-02-13T14:49:27Z,14678157,26300,24,"['https://en.wikipedia.org/wiki/Hip_hop_music', 'https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,2171020,358,6,10,Muzika,True,193,1499
UCSBxtVrJeY1gsOYhsmoDWGA,DamagePlanas,"Didžiausia žaidimų įvairovė, vaizdo įrašai, transliacijos ir 50 IQ vedėjas - tik šiame kanale!
",2011-07-15T14:39:27Z,11837237,41100,822,"['https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,820688,1357,96,20,Žaidimai,True,450,5768
UCsHfldofgyhYmMaJaRsbXCQ,Šerifas,"Nori paremti? LAISVAI! Pirmyn https://serifas.lt
Tapk mano kanalo nariu!

for business inquiries: kaubojuserifas@gmail.com

",2017-03-10T13:32:00Z,7428690,37400,641,"['https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,405458,462,28,20,Žaidimai,True,294,3881
UCSl5n-uyf2iq1-k_OidyXlw,Mantas Bartuševičius,"Tai yra oficialus Manto Bartuševičiaus kanalas.

Trumpa Manto dosjė:
Pavardė - Bartuševičius",2013-03-14T23:19:26Z,41903005,172000,116,"['https://en.wikipedia.org/wiki/Humour', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Entertainment']",LT,1215296,608,8,23,Komedijos,True,391,22308
UCsNvIo6gIIe75jZw-ePb7yA,Екатерина Орлова,,2017-11-29T09:47:08Z,1062431,13300,114,"['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']",LT,293640,5442,33,25,Naujienos ir politika,True,1103,1146
UCspn73RVGkNPix1Q6zD12zw,Svarbeuse Lankiti,"Tai mano antrasis kanalas. Labai patinka keliauti. Todėl nusprendžiau, kad kelti kelionių turinį prie GAMING turinio Svarbeuse Dariti kanale yra nesąmonė... Tai nusprendžiau tam sukurti dedikuotą kanalą ir čia bus visko kas susiję su mano gyvenimu, kai aš nesėdžiu prie kompiuterio!!! Spaudžiam LIKE, SUBSCRIBE ir VERPELĮ, bet ne VARPĄ!!! PEACE!!! ",2022-06-05T07:03:00.021089Z,3071485,21600,160,"['https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,413579,1065,19,19,Kelionės ir renginiai,True,655,5736
UCsqG5jI7Z2GC6Aid9lBaw8A,ROKO NUOTYKIAI,"Labas esu Rokas. Šį kanalą sukūrė man mama. Mes dalinamės mažais video, ką veikiam, kaip gyvenam. Mūsų močiutės ir daug giminių gyvena ne Lietuvoje, todėl jie labai nori žinoti kaip mum sekasi. Taigi per video mes tai pasakojame. Vlogai.
Hi, my name is Rokas. I'm a 10 year boy from Lithuania. Showing my day vlogs, challenges and holidays. Please be my guest. Subscribe and lets be together :)
#challenge #Vlogs #vlogai #rokonuotykiai #rokasfun",2013-06-04T18:54:07Z,52940259,70000,432,['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],LT,1215875,2259,41,24,Pramogos,True,1267,2920
UCsWX1r2yHTbTqIDvF3Zbjug,Easternas,"Sveiki atvykę į mano žaidimų kanalą !
Nepamirškit užsiprenumeruoti ir paspausti varpelio, kad nepraleistumėt nei vieno mano video !
",2021-09-21T07:47:18.478707Z,4272351,27400,438,"['https://en.wikipedia.org/wiki/Role-playing_video_game', 'https://en.wikipedia.org/wiki/Action_game', 'https://en.wikipedia.org/wiki/Action-adventure_game', 'https://en.wikipedia.org/wiki/Video_game_culture']",LT,155371,154,22,20,Žaidimai,True,115,5940
UCt7mDAmFbbisHYLY9q1Gwig,KARALIAI Official,"Lietuvoje Populiari Vaikinų Grupė - KARALIAI

Grupės nariai bendravardžiai Lukas ir Lukas 
Koncertų užsakymai: +370 612 60 000",2016-07-18T17:23:31Z,40614735,27000,32,"['https://en.wikipedia.org/wiki/Music', 'https://en.wikipedia.org/wiki/Pop_music']",LT,2593085,587,6,10,Muzika,True,280,1156
UCTaIqtgaOu1ypiGymBvHOcA,X Factor Lithuania,"X Faktorius - vienas didžiausių šou televizijos istorijoje grįžta. Jame teisėjaus sėkmingiausi Lietuvos muzikos atlikėjai: Samas, Marijonas Mikutavičius, Saulius Prūsaitis ir Jazzu. „X Faktorius“ - jau greitai per TV3!",2015-03-11T15:23:20Z,41215321,42200,1424,"['https://en.wikipedia.org/wiki/Pop_music', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program', 'https://en.wikipedia.org/wiki/Music']",LT,125663,109,26,24,Pramogos,True,89,2236
UCti3BRyfvIzcNQCQv470FRw,LNK Televizija,"Žiūrimiausia kanalų grupė Lietuvoje!

Pamėgtos laidos, serialai, filmai ir originalus LNK.LT turinys visada su tavimi. Naršyk ir žiūrėk - kada tik nori ir kur nori ➡️ https://lnk.lt



",2010-09-27T06:26:36Z,21724406,23000,1838,"['https://en.wikipedia.org/wiki/Sport', 'https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Entertainment', 'https://en.wikipedia.org/wiki/Television_program', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",LT,1262307,867,73,24,Pramogos,True,469,1709
